order_id,order_date,product_id,region_id,quantity,unit_price
245,2011-11-06,49,3,5,264
246,2014-01-28,246,8,8,271.4
247,2014-09-13,117,2,13,342.17
248,2012-12-01,248,5,9,212.6
249,2011-12-22,112,6,9,255.62
250,2013-02-05,43,4,6,435.99
251,2011-12-28,79,7,3,355.56
252,2013-05-28,33,3,5,700.98
253,2011-04-27,190,4,4,636.15
254,2011-10-06,254,2,4,923.67
255,2013-08-24,164,9,7,316.41
256,2013-09-21,256,6,4,309.12
257,2014-12-17,257,3,5,361.18
258,2011-09-19,154,3,3,1019.99
259,2014-07-04,259,5,4,421.95
260,2011-05-21,260,6,7,387.99
261,2014-06-03,162,3,5,362.06
262,2014-09-12,190,3,5,424.1
263,2014-04-17,36,9,2,637.5
264,2012-11-21,264,3,7,227.66
265,2014-03-06,265,3,3,371.41
266,2012-07-23,13,3,5,588.82
267,2014-11-07,267,12,7,472.75
268,2014-11-22,268,6,9,99.72
269,2011-06-11,269,3,5,411.21
270,2012-09-14,79,10,10,236.57
271,2011-11-25,271,2,7,190.91
272,2012-08-10,272,9,8,379.83
273,2013-03-20,273,10,9,299.85
274,2013-12-30,274,4,12,316.59
275,2012-10-04,275,7,6,459.39
276,2012-08-06,276,6,8,122.99
277,2012-10-02,14,12,5,343.96
278,2014-03-26,199,12,3,473.85
279,2014-11-21,19,11,5,210.74
280,2011-11-30,280,3,8,180.11
281,2011-11-03,14,2,6,424.06
282,2012-11-23,282,1,8,328.14
283,2012-12-06,283,8,8,194.31
284,2013-12-03,63,10,3,426
285,2012-12-20,102,10,8,434.26
286,2012-09-13,36,10,6,425
287,2013-11-04,287,5,4,275.37
288,2013-11-16,9,5,1,1016.79
289,2013-04-08,289,5,3,399.99
290,2012-05-23,290,8,14,66.73
291,2014-11-18,128,1,3,3499.99
292,2014-04-14,169,4,6,651.48
293,2014-08-29,25,10,5,428.46
294,2014-05-16,294,2,6,316.76
295,2012-12-13,295,4,6,306.78
296,2011-03-31,221,10,6,437.34
297,2012-02-04,54,7,7,439.5
298,2013-05-29,3,12,6,530.3
299,2012-08-29,299,6,11,126.6
300,2011-06-15,300,9,8,162.03
301,2014-08-28,301,9,3,560.97
302,2011-10-27,63,3,3,426
303,2014-03-19,25,8,4,642.69
304,2014-09-11,304,6,5,466.59
305,2012-08-28,54,2,6,263.7
306,2014-08-16,306,1,6,300.27
307,2013-08-01,307,2,6,252
308,2013-06-10,308,6,2,347.85
309,2014-12-24,36,4,4,637.5
310,2012-12-15,259,1,6,337.56
311,2012-02-23,311,10,5,457.14
312,2014-10-11,312,12,9,114.36
313,2014-04-21,131,3,5,211.66
314,2013-06-12,112,7,9,639.06
315,2013-09-17,315,3,7,348.87
316,2014-09-19,316,2,6,198.42
317,2014-11-26,161,3,7,450.12
318,2014-09-01,318,3,5,319.98
319,2014-06-20,265,9,5,412.68
320,2014-10-23,320,8,6,211.65
321,2011-08-16,120,7,9,363.78
322,2014-09-12,31,3,2,424.16
323,2012-08-24,323,6,7,440
324,2014-01-14,114,6,8,355.92
325,2014-11-13,48,12,5,345.15
326,2013-06-13,326,12,6,246.55
327,2012-12-24,327,3,7,699.99
328,2014-09-22,328,12,9,142.47
329,2011-01-08,329,4,6,413.1
330,2013-10-03,128,3,5,3499.99
331,2013-07-30,331,9,3,319.92
332,2012-07-31,332,1,7,155.83
333,2014-04-30,333,12,10,413.56
334,2011-09-28,43,3,8,290.66
335,2014-06-24,113,2,14,391.91
336,2011-04-06,336,6,8,190.46
337,2014-08-07,75,3,3,541.75
338,2013-11-19,338,6,4,329.99
339,2014-02-14,339,3,4,183.74
340,2014-11-29,340,1,12,172.11
341,2012-08-17,341,8,8,173.94
342,2012-08-31,342,5,7,221.83
343,2012-08-07,24,6,7,351.58
344,2014-01-27,60,6,7,419.99
345,2011-09-08,154,3,8,1019.99
346,2012-08-09,346,12,7,175.17
347,2013-02-21,347,2,5,361.85
348,2012-07-18,348,2,8,232.88
349,2011-11-19,29,1,7,649.83
350,2014-04-09,200,3,7,177.74
351,2012-06-18,351,3,4,591.03
352,2013-12-31,56,3,6,324.39
353,2014-06-30,353,5,5,179.18
354,2012-01-16,72,3,9,253.75
355,2012-06-12,103,4,4,637.44
356,2014-03-17,326,2,14,235.68
357,2012-11-13,357,3,9,276.6
358,2013-11-27,358,5,8,425.83
359,2012-12-06,289,3,2,499.99
360,2014-05-16,360,3,9,132.14
361,2014-12-25,53,5,6,479.99
362,2014-12-22,14,3,4,317.4
363,2013-09-14,36,7,11,318.11
364,2013-01-07,364,2,5,598.61
365,2014-06-27,318,3,3,271.98
366,2012-07-13,366,10,4,311.25
367,2014-02-11,367,2,8,128.47
368,2014-05-29,368,2,5,340.61
369,2014-04-16,200,12,11,163.92
370,2014-11-27,370,3,5,135.3
371,2011-11-09,371,7,7,138.48
372,2014-09-18,120,3,5,327.4
373,2014-02-24,79,6,7,236.57
374,2013-09-03,2,10,4,244.24
375,2013-12-23,375,9,2,365.67
376,2014-06-17,376,4,4,309.75
377,2014-03-15,7,12,5,336.12
378,2014-07-12,149,7,5,438.15
379,2014-06-09,379,10,4,233.79
380,2014-10-15,380,3,8,128.37
381,2014-08-06,36,7,4,637.5
382,2012-12-07,280,3,4,306.18
383,2012-12-25,4,12,5,533.51
384,2013-05-16,169,3,4,651.48
385,2013-06-17,336,8,14,211.62
386,2014-11-03,386,7,5,532.8
387,2012-05-28,387,6,4,378.39
388,2013-08-17,269,10,3,411.21
389,2011-06-03,364,8,1,855.15
390,2011-07-14,390,10,4,239.09
391,2011-09-29,306,1,6,300.27
392,2011-10-17,81,6,5,367.7
393,2011-11-14,25,7,7,642.69
394,2014-07-14,169,3,8,228.02
395,2014-06-03,54,3,8,293
396,2014-12-15,396,9,14,145.98
397,2014-06-28,397,4,14,61.2
398,2014-12-20,398,10,7,358.48
399,2012-02-06,7,2,2,409.97
400,2011-01-21,8,3,6,466.21
401,2012-08-03,316,6,11,132.28
402,2014-10-27,402,12,6,364.85
403,2012-02-27,193,7,6,908.55
404,2012-06-11,42,8,2,645.54
405,2011-02-23,56,7,4,381.63
406,2014-09-15,406,1,3,359.95
407,2013-07-20,110,6,6,311.62
408,2013-03-29,408,3,7,259.32
409,2014-10-23,331,7,3,319.92
410,2014-06-24,102,10,7,435.12
411,2013-10-30,36,3,5,425
412,2012-12-13,412,4,4,244.02
413,2013-05-04,274,9,4,316.59
414,2014-05-08,414,3,5,291.73
415,2011-09-08,415,4,4,533.61
416,2012-04-22,124,3,14,339.17
417,2013-10-30,366,4,6,311.25
418,2011-04-16,418,9,6,166.95
419,2012-10-12,419,1,4,224.78
420,2014-05-26,420,1,5,132.78
421,2014-10-31,421,9,8,538.29
422,2013-04-12,273,9,3,299.85
423,2013-11-11,423,7,4,190.98
424,2012-10-13,75,3,4,636.06
425,2012-10-13,50,2,4,284.17
426,2014-01-30,48,9,5,460.2
427,2012-10-12,169,4,6,651.48
428,2013-12-06,428,3,8,243.98
429,2014-12-03,429,3,4,619.99
430,2013-09-19,204,7,4,562.29
431,2012-12-31,257,10,7,361.18
432,2014-12-29,158,3,5,292.23
433,2013-11-15,102,10,7,435.12
434,2011-09-12,33,1,6,630.88
435,2014-05-15,435,5,7,199.99
436,2014-09-08,244,12,8,269.12
437,2013-06-17,437,3,5,248.82
438,2011-12-08,438,10,9,247.42
439,2014-09-19,133,2,4,396.6
440,2013-11-27,440,6,8,380
441,2014-02-10,199,8,6,570.9
442,2014-02-08,18,6,2,568.47
443,2013-08-05,443,12,2,338.82
444,2014-04-15,375,8,2,365.67
445,2011-03-21,445,6,7,499.99
446,2014-05-05,271,7,4,318.18
447,2013-11-04,234,6,6,309.39
448,2014-06-10,36,6,4,573.75
449,2012-08-31,190,3,3,540.73
450,2013-06-20,450,9,7,151.92
451,2014-08-23,451,8,14,246.42
452,2012-05-28,452,10,3,195.15
453,2014-05-19,453,4,4,357.36
454,2013-04-29,454,4,2,528.9
455,2013-12-23,443,9,3,364.32
456,2014-10-12,456,11,5,296.6
457,2014-04-15,398,6,5,358.48
458,2014-11-28,458,3,7,350.81
459,2012-05-11,19,8,6,316.74
460,2013-06-18,63,12,7,530.37
461,2012-05-04,52,7,9,263.58
462,2011-11-11,190,9,9,636.15
463,2014-12-24,218,6,7,364.74
464,2014-05-15,100,10,6,333.92
465,2014-12-09,465,8,4,297.09
466,2011-12-07,3,2,5,575.02
467,2013-09-10,14,3,5,476.1
468,2011-03-03,468,8,10,161.91
469,2012-01-02,87,12,6,470.29
470,2012-10-30,453,12,9,332.34
471,2013-11-19,257,12,4,449.67
472,2013-08-15,36,8,4,636.21
473,2013-06-08,168,9,2,475.86
474,2014-10-02,25,7,4,643.98
475,2014-02-27,87,10,3,566.61
476,2013-10-31,452,2,8,329.32
477,2013-12-18,477,12,11,337.03
478,2014-05-09,478,7,5,859.77
479,2014-07-04,267,9,6,569.58
480,2012-05-17,480,6,4,520.08
481,2011-08-03,481,7,5,168.12
482,2013-07-29,123,1,6,228.29
483,2013-02-14,483,4,10,128.88
484,2012-05-23,360,2,5,132.14
485,2014-08-04,45,8,6,539.04
486,2013-11-13,102,6,5,434.26
487,2014-02-12,487,2,9,230.53
488,2014-11-11,75,10,2,424.9
489,2013-03-30,43,2,3,392.39
490,2013-08-24,387,13,6,378.39
491,2014-11-02,491,5,9,296.18
492,2013-08-19,31,7,9,318.12
493,2014-05-29,493,3,5,250.61
494,2012-08-22,34,8,6,561.54
495,2014-07-05,412,4,6,244.02
496,2012-03-14,217,3,7,181.88
497,2014-10-02,497,1,11,154.99
498,2014-09-16,387,3,5,251.76
499,2014-08-07,499,7,7,369.14
500,2013-09-09,500,12,6,247.07
501,2014-09-08,75,3,3,424.9
502,2011-10-31,144,1,5,320.98
503,2012-10-17,30,11,9,313.12
504,2014-02-17,47,12,3,348.75
505,2012-02-24,103,7,5,637.44
506,2012-12-03,7,2,10,409.97
507,2012-12-12,299,9,5,140.67
508,2014-06-16,39,2,8,286.69
509,2012-12-20,468,3,9,137.62
510,2014-05-13,275,10,7,245.01
511,2014-12-20,11,6,2,832.81
512,2014-11-07,50,2,6,473.61
513,2013-06-10,87,6,12,283.31
514,2012-05-10,514,7,6,267.96
515,2013-09-13,515,7,5,168.03
516,2013-07-25,108,9,3,412.11
517,2014-10-11,517,7,8,311.07
518,2011-11-22,518,11,7,160.61
519,2013-05-08,519,1,5,799.99
520,2014-10-25,520,10,3,242.24
521,2012-08-28,232,3,5,559.99
522,2013-10-14,522,4,6,253.32
523,2011-02-14,523,8,4,319.83
524,2014-05-01,524,7,5,144.66
525,2011-03-11,25,8,1,642.69
526,2012-08-03,217,2,8,327.38
527,2012-12-20,20,7,6,284.15
528,2012-08-03,528,6,7,245.13
529,2012-06-20,63,9,2,639
530,2013-02-08,530,4,4,308.64
531,2011-09-28,115,3,8,524.4
532,2012-06-23,402,3,5,353.08
533,2013-12-20,12,6,3,493.46
534,2012-10-11,36,10,7,424.14
535,2011-08-29,535,2,7,328.73
536,2014-07-18,219,3,3,366.84
537,2011-12-06,121,9,7,359.85
538,2014-04-16,538,10,5,199.26
539,2014-11-17,519,5,3,639.99
540,2011-09-02,540,8,1,922.95
541,2013-08-01,269,3,5,370.09
542,2014-09-12,542,3,6,110.76
543,2014-08-06,543,3,6,257.85
544,2014-11-20,294,12,5,438.19
545,2012-05-04,93,10,9,360.32
546,2012-08-27,6,4,4,636.15
547,2013-12-24,102,8,4,651.39
548,2013-01-29,483,6,11,115.59
549,2013-11-05,549,6,10,87.63
550,2011-12-27,550,8,4,301.89
551,2012-11-30,551,12,5,410.22
552,2013-05-21,75,3,6,424.04
553,2011-10-31,491,1,8,177.71
554,2014-06-27,149,10,3,438.15
555,2011-11-04,555,1,2,1995.99
556,2013-07-25,556,6,2,490.16
557,2011-05-08,53,1,5,359.99
558,2011-10-27,558,9,6,411.75
559,2013-07-02,559,5,5,299.99
560,2012-12-26,560,2,2,438.51
561,2012-12-21,561,5,13,124.49
562,2012-05-07,562,2,6,319.56
563,2011-01-08,563,9,7,310.5
564,2013-10-18,287,3,7,275.37
565,2012-07-07,273,13,6,299.85
566,2011-06-18,566,6,5,362.85
567,2012-01-10,59,10,5,258.74
568,2014-02-11,568,6,5,495.51
569,2013-08-13,17,3,7,199.99
570,2012-04-12,153,7,2,361.65
571,2014-01-03,571,6,8,262.14
572,2013-02-12,572,6,6,225.02
573,2014-12-13,93,9,6,540.48
574,2014-07-01,574,1,5,208.93
575,2014-10-04,237,3,2,896.99
576,2014-10-07,576,6,4,149.34
577,2013-06-20,577,8,14,282.51
578,2014-07-11,578,12,6,132.8
579,2014-04-24,487,3,9,256.14
580,2011-05-04,580,3,10,283.38
581,2011-10-06,16,7,4,519.33
582,2014-11-12,582,11,7,273.84
583,2014-12-17,217,3,5,242.5
584,2014-11-14,135,5,6,400.78
585,2013-04-05,76,3,3,540.86
586,2014-09-19,367,2,6,142.74
587,2013-08-22,587,5,9,320.78
588,2014-07-10,588,3,9,151.23
589,2014-10-06,124,9,9,376.86
590,2013-06-01,31,11,7,339.33
591,2012-08-20,576,4,6,148.17
592,2011-08-30,592,8,4,445.62
593,2012-12-04,326,3,3,222.59
594,2014-10-13,594,2,5,322.57
595,2013-12-19,595,6,7,120.74
596,2012-06-16,517,7,9,311.07
597,2013-08-20,517,12,6,258.19
598,2012-06-21,6,10,4,424.1
599,2012-05-23,599,10,5,187.1
600,2013-04-30,600,3,9,226.31
601,2012-06-15,601,3,4,245.13
602,2013-12-18,602,3,8,206.83
603,2014-11-20,9,3,6,254.2
604,2014-07-21,14,12,6,343.96
605,2013-02-08,605,4,8,182.16
606,2011-10-27,528,9,7,241.89
607,2014-01-14,11,3,5,832.81
608,2013-02-26,608,6,6,235.2
609,2011-11-26,87,3,4,509.95
610,2012-08-20,36,9,9,637.5
611,2012-05-24,130,2,7,234.44
612,2011-11-04,89,11,5,276.18
613,2011-09-22,63,7,3,639
614,2013-10-17,558,2,2,411.75
615,2013-09-20,615,1,4,218.08
616,2013-06-05,6,9,5,636.15
617,2013-05-14,366,3,11,264.56
618,2011-09-29,618,5,9,260.98
619,2014-01-16,66,1,8,240.52
620,2013-10-21,620,9,5,182.07
621,2014-08-11,621,10,2,428.34
622,2013-05-04,256,10,7,247.3
623,2013-07-15,623,6,12,110.92
624,2011-01-07,624,6,9,285.98
625,2014-12-02,625,11,14,136.72
626,2014-01-08,36,6,8,424.14
627,2014-12-01,627,1,6,179.89
628,2014-06-27,153,9,4,361.65
629,2011-03-12,110,9,7,467.43
630,2013-01-15,630,12,7,483.84
631,2011-11-19,631,6,7,104.08
632,2012-08-28,15,2,9,277.61
633,2014-12-24,25,8,4,643.98
634,2012-06-16,120,6,7,363.78
635,2013-07-11,265,9,7,412.68
636,2012-05-22,543,12,4,257.85
637,2014-08-05,637,10,8,154.68
638,2014-08-12,638,4,4,254.58
639,2012-12-26,639,6,13,46.2
640,2013-01-05,61,3,7,393.85
641,2014-12-29,18,2,3,511.62
642,2013-02-27,201,12,8,222.64
643,2013-12-16,25,2,10,643.98
644,2012-07-04,63,6,8,170.4
645,2012-08-20,50,10,7,473.61
646,2013-07-01,646,6,7,180.98
647,2012-07-03,647,3,8,265.38
648,2014-11-29,5,3,7,354.12
649,2011-04-08,137,2,4,473.63
650,2013-05-09,198,1,3,335.35
651,2013-10-05,53,1,9,599.99
652,2012-11-19,52,9,5,263.58
653,2014-09-01,653,3,7,192.87
654,2013-11-04,182,9,7,262.74
655,2013-09-05,327,5,5,559.99
656,2013-11-19,75,10,3,636.06
657,2014-12-31,500,6,5,252.89
658,2013-03-04,658,3,3,1310.02
659,2012-02-02,659,3,7,137.88
660,2013-03-19,660,3,4,187.03
661,2012-03-21,661,3,7,134.84
662,2014-05-24,662,9,4,361.86
663,2013-06-14,348,6,6,258.75
664,2011-10-14,289,3,5,399.99
665,2014-06-02,66,3,8,300.65
666,2014-06-17,666,5,7,173.28
667,2013-12-09,81,6,3,306.42
668,2013-10-09,102,10,7,435.12
669,2013-10-16,112,2,2,383.44
670,2011-12-24,670,4,6,480.03
671,2013-04-16,137,6,4,350.84
672,2011-08-09,18,11,6,303.18
673,2012-12-19,17,1,9,249.99
674,2011-10-19,674,9,9,224.26
675,2011-02-23,329,7,5,413.1
676,2011-03-10,39,9,4,318.54
677,2014-01-25,89,7,6,414.27
678,2014-06-18,480,10,3,520.08
679,2011-12-24,13,9,5,654.24
680,2013-01-08,30,10,3,250.5
681,2013-01-04,31,3,5,424.16
682,2014-01-31,682,3,8,262.85
683,2011-11-04,683,3,8,102.56
684,2014-05-02,33,6,5,560.78
685,2011-06-22,271,2,6,286.36
686,2013-09-24,686,4,8,69.18
687,2012-08-30,478,3,5,558.85
688,2013-06-17,48,3,3,414.18
689,2014-07-22,689,5,9,180.69
690,2012-12-18,75,9,2,637.35
691,2013-09-25,132,4,6,258.96
692,2014-03-24,347,10,8,275.7
693,2014-04-09,237,6,3,896.99
694,2011-12-03,42,3,5,645.54
695,2014-05-28,47,7,3,465
696,2014-06-14,696,3,7,327.41
697,2011-11-12,697,4,4,415.2
698,2013-05-31,698,9,4,609.17
699,2014-02-18,627,1,5,179.89
700,2011-08-17,700,8,10,95.46
701,2012-03-06,199,3,5,380.6
702,2012-11-02,702,1,11,238.3
703,2014-08-06,271,10,5,318.18
704,2014-06-18,219,8,4,366.84
705,2014-12-31,136,12,3,363.76
706,2012-09-24,368,3,8,251.8
707,2013-02-18,707,4,8,484.71
708,2014-11-04,708,5,12,139.43
709,2012-09-17,157,1,7,440.49
710,2014-11-24,76,2,5,572.67
711,2014-09-23,50,12,8,355.21
712,2014-11-04,712,3,3,255.15
713,2014-09-01,115,2,4,471.96
714,2011-10-31,714,5,8,92.79
715,2011-09-30,715,1,6,132.57
716,2014-04-17,93,11,5,360.32
717,2013-03-08,717,3,5,155.86
718,2011-02-25,718,4,2,306.63
719,2014-12-03,719,1,5,195.99
720,2014-09-16,275,2,4,459.39
721,2013-07-08,18,6,7,568.47
722,2013-06-05,722,1,3,449.95
723,2013-12-31,280,3,5,239.66
724,2012-03-26,724,5,8,424.21
725,2014-01-29,89,2,5,372.84
726,2011-09-08,14,8,6,190.44
727,2014-02-17,477,3,5,326.16
728,2012-05-30,169,8,6,195.44
729,2013-01-02,729,8,14,144.42
730,2012-11-23,402,10,4,209.23
731,2014-04-11,102,8,2,651.39
732,2012-08-03,301,4,4,560.97
733,2014-11-18,733,2,11,111.05
734,2011-12-13,734,9,3,536.43
735,2014-06-20,735,2,6,266.09
